,year,country_name,country_code,internet_usage,data_source_x,yoy_growth,growth_category,cagr_3yr,gdp_per_capita,data_source_y,region,incomegroup,specialnotes,tablename
1005,2021,China,CHN,73.0532,Original,4.283055067035146,Stable,7.260342455263546,12617.5051,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
1006,2022,China,CHN,75.6113,Original,3.5016946554018213,Stable,5.670241699811895,12662.58267,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
1007,2023,China,CHN,77.4827,Original,2.4750268809027087,Stable,3.417273169812418,12614.06174,Original,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",China
1008,2000,Colombia,COL,2.20753,Original,,,,2555.00751,Original,Latin America & Caribbean,Upper middle income,,Colombia
1009,2001,Colombia,COL,2.8542,Original,29.293826131468204,High Growth,,2472.99084,Original,Latin America & Caribbean,Upper middle income,,Colombia
1010,2002,Colombia,COL,4.6,Original,61.16600098101041,High Growth,,2428.929698,Original,Latin America & Caribbean,Upper middle income,,Colombia
1011,2003,Colombia,COL,7.38892,Original,60.62869565217392,High Growth,49.586172550000285,2311.942188,Original,Latin America & Caribbean,Upper middle income,,Colombia
1012,2004,Colombia,COL,9.11869,Original,23.41032248285273,High Growth,47.28189044537594,2818.571954,Original,Latin America & Caribbean,Upper middle income,,Colombia
1013,2005,Colombia,COL,11.0073,Original,20.711417977801627,High Growth,33.75427053597622,3456.066109,Original,Latin America & Caribbean,Upper middle income,,Colombia
1014,2006,Colombia,COL,15.3417,Original,39.3775040200594,High Growth,27.57458782506257,3789.853612,Original,Latin America & Caribbean,Upper middle income,,Colombia
1015,2007,Colombia,COL,21.8,Original,42.09637784600142,High Growth,33.71332262164084,4769.926147,Original,Latin America & Caribbean,Upper middle income,,Colombia
1016,2008,Colombia,COL,25.6,Original,17.431192660550465,Moderate Growth,32.4910028540337,5541.836297,Original,Latin America & Caribbean,Upper middle income,,Colombia
1017,2009,Colombia,COL,30.0,Original,17.1875,Moderate Growth,25.049681392791424,5250.972924,Original,Latin America & Caribbean,Upper middle income,,Colombia
1018,2010,Colombia,COL,36.5,Original,21.666666666666657,High Growth,18.74412281264004,6398.295845,Original,Latin America & Caribbean,Upper middle income,,Colombia
1019,2011,Colombia,COL,40.3509,Original,10.550410958904122,Moderate Growth,16.37805290491343,7400.99407,Original,Latin America & Caribbean,Upper middle income,,Colombia
1020,2012,Colombia,COL,48.98,Original,21.385148782307198,High Growth,17.751335651185094,8108.598382,Original,Latin America & Caribbean,Upper middle income,,Colombia
1021,2013,Colombia,COL,51.7,Original,5.553287055941203,Moderate Growth,12.305034658748523,8279.102556,Original,Latin America & Caribbean,Upper middle income,,Colombia
1022,2014,Colombia,COL,52.5681,Original,1.6791102514506662,Stable,9.216859620063955,8187.208249,Original,Latin America & Caribbean,Upper middle income,,Colombia
1023,2015,Colombia,COL,55.905,Original,6.347766040621594,Moderate Growth,4.506657343619858,6248.514905,Original,Latin America & Caribbean,Upper middle income,,Colombia
1024,2016,Colombia,COL,58.1365,Original,3.9915928807798817,Stable,3.98869140617546,5959.842504,Original,Latin America & Caribbean,Upper middle income,,Colombia
1025,2017,Colombia,COL,62.2599,Original,7.092618234671866,Moderate Growth,5.802365948780808,6479.532313,Original,Latin America & Caribbean,Upper middle income,,Colombia
1026,2018,Colombia,COL,64.1264,Original,2.99791679716801,Stable,4.679603577255409,6816.968183,Original,Latin America & Caribbean,Upper middle income,,Colombia
1027,2019,Colombia,COL,65.0069,Original,1.3730694378602193,Stable,3.7935082076586912,6472.545449,Original,Latin America & Caribbean,Upper middle income,,Colombia
1028,2020,Colombia,COL,69.7953,Original,7.365987302886312,Moderate Growth,3.881749042069482,5339.687114,Original,Latin America & Caribbean,Upper middle income,,Colombia
1029,2021,Colombia,COL,73.0284,Original,4.632260338446859,Stable,4.428324171839071,6222.621644,Original,Latin America & Caribbean,Upper middle income,,Colombia
1030,2022,Colombia,COL,72.7964,Original,-0.3176846268027278,Stable,3.844495830030525,6674.596019,Original,Latin America & Caribbean,Upper middle income,,Colombia
1031,2023,Colombia,COL,82.24822324110664,Imputed,12.983915744606378,Moderate Growth,5.62501465212244,6947.359287,Original,Latin America & Caribbean,Upper middle income,,Colombia
1032,2000,Comoros,COM,0.271741,Original,,,,655.0077967,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1033,2001,Comoros,COM,0.443068,Original,63.04790223043266,High Growth,,691.6999088,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1034,2002,Comoros,COM,0.55487,Original,25.233598454413308,High Growth,,762.1169303,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1035,2003,Comoros,COM,0.848189,Original,52.8626525132013,High Growth,46.14338271320055,959.7878945,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1036,2004,Comoros,COM,1.32733,Original,56.48988609849928,High Growth,44.157145847638034,1091.272164,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1037,2005,Comoros,COM,2.0,Original,50.67842962940641,High Growth,53.324980113500246,1103.206585,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1038,2006,Comoros,COM,2.2,Original,10.000000000000009,Moderate Growth,37.396820125805405,1154.904223,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1039,2007,Comoros,COM,2.5,Original,13.636363636363624,Moderate Growth,23.496229848084266,1289.736311,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1040,2008,Comoros,COM,3.0,Original,20.0,Moderate Growth,14.471424255333186,1455.027686,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1041,2009,Comoros,COM,3.5,Original,16.666666666666675,Moderate Growth,16.73877216503947,1410.30517,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1042,2010,Comoros,COM,5.1,Original,45.71428571428571,High Growth,26.82651410769994,1386.574243,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1043,2011,Comoros,COM,5.5,Original,7.843137254901977,Moderate Growth,22.39034103416604,1531.437894,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1044,2012,Comoros,COM,5.9753,Original,8.641818181818174,Moderate Growth,19.517240357988875,1490.315114,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1045,2013,Comoros,COM,6.5,Original,8.781149063645334,Moderate Growth,8.421245884472128,1603.327971,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1046,2014,Comoros,COM,6.98,Original,7.384615384615389,Moderate Growth,8.267367646589928,1615.717237,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1047,2015,Comoros,COM,7.45916,Original,6.864756446991405,Moderate Growth,7.673807208840233,1329.370482,Original,Sub-Saharan Africa,Lower middle income,,Comoros
1048,2016,Comoros,COM,7.93832,Original,6.423779621297854,Moderate Growth,6.890329299193021,1365.484034,Original,Sub-Saharan Africa,Lower middle income,,Comoros
